movieId,Director,TopTwoActors,releaseDate
91842,Baltasar Kormákur,"['Mark Wahlberg', 'Kate Beckinsale']",2012-01-12
1604,Brett Ratner,"['Chris Tucker', 'Charlie Sheen']",1997-08-22
56782,Paul Thomas Anderson,"['Daniel Day-Lewis', 'Paul Dano']",2007-12-28
5401,Malcolm D. Lee,"['Eddie Griffin', 'Chris Kattan']",2002-05-31
33669,Ken Kwapis,"['Amber Tamblyn', 'Alexis Bledel']",2005-06-01
4387,Chris Nahon,"['Jet Li', 'Bridget Fonda']",2001-07-06
61250,Fred Wolf,"['Anna Faris', 'Emma Stone']",2008-08-22
32589,Bille Woodruff,"['Queen Latifah', 'Alicia Silverstone']",2005-06-02
111795,Craig Gillespie,"['Jon Hamm', 'Bill Paxton']",2014-05-09
113378,Phillip Noyce,"['Jeff Bridges', 'Meryl Streep']",2014-08-11
6266,Dennie Gordon,"['Amanda Bynes', 'Colin Firth']",2003-03-27
6695,Victor Salva,"['Ray Wise', 'Jonathan Breck']",2003-08-08
55245,Mark Helfrich,"['Dane Cook', 'Jessica Alba']",2007-09-21
6196,Andrzej Bartkowiak,"['Jet Li', 'DMX']",2003-02-28
5992,Stephen Daldry,"['Nicole Kidman', 'Julianne Moore']",2002-12-27
44193,Andy Fickman,"['Amanda Bynes', 'Channing Tatum']",2006-03-17
52694,Steve Bendelack,"['Rowan Atkinson', 'Max Baldry']",2007-03-22
8830,Dwight H. Little,"['Johnny Messner', 'KaDee Strickland']",2004-08-26
55872,Kirsten Sheridan,"['Freddie Highmore', 'Keri Russell']",2007-11-21
2336,Shekhar Kapur,"['Cate Blanchett', 'Geoffrey Rush']",1998-09-13
2315,Ronny Yu,"['Ed Gale', 'Jennifer Tilly']",1998-10-16
3066,Richard Fleischer,"['Martin Balsam', 'Sô Yamamura']",1970-01-26
1760,Bob Spiers,"['Victoria Beckham', 'Melanie Brown']",1997-12-19
91323,David Gordon Green,"['Sam Rockwell', 'Jonah Hill']",2011-12-09
318,Frank Darabont,"['Tim Robbins', 'Morgan Freeman']",1994-09-23
4254,Simon Wincer,"['Paul Hogan', 'Linda Kozlowski']",2001-04-12
785,Bobby Farrelly,"['Woody Harrelson', 'Randy Quaid']",1996-07-04
124859,Rupert Wyatt,"['Mark Wahlberg', 'John Goodman']",2014-12-25
32289,Tim Fywell,"['Michelle Trachtenberg', 'Joan Cusack']",2005-03-17
33145,Nigel Cole,"['Ashton Kutcher', 'Amanda Peet']",2005-04-22
151455,Dexter Fletcher,"['Taron Egerton', 'Hugh Jackman']",2016-02-26
1840,Spike Lee,"['Denzel Washington', 'Ray Allen']",1998-05-01
224,Jeremy Leven,"['Johnny Depp', 'Marlon Brando']",1994-10-01
74688,Lasse Hallström,"['Amanda Seyfried', 'Channing Tatum']",2010-02-04
77364,Sylvain White,"['Jeffrey Dean Morgan', 'Zoe Saldana']",2010-04-23
89028,Troy Nixey,"['Katie Holmes', 'Guy Pearce']",2010-11-06
5673,Paul Thomas Anderson,"['Adam Sandler', 'Emily Watson']",2002-10-25
7317,Jeff Schaffer,"['Scott Mechlowicz', 'Jacob Pitts']",2004-02-20
4482,James Bridges,"['Michael J. Fox', 'Kiefer Sutherland']",1988-04-01
828,Steve Barron,"['Martin Landau', 'Jonathan Taylor Thomas']",1996-07-26
37739,Bill Paxton,"['Shia LaBeouf', 'Stephen Dillane']",2005-09-30
58975,Carter Smith,"['Shawn Ashmore', 'Jonathan Tucker']",2008-04-02
3325,John Schlesinger,"['Madonna', 'Rupert Everett']",2000-03-03
7346,Luke Greenfield,"['Emile Hirsch', 'Elisha Cuthbert']",2004-04-09
990,Ringo Lam,"['Jean-Claude Van Damme', 'Natasha Henstridge']",1996-09-13
5573,Bruce McCulloch,"['Jason Lee', 'Tom Green']",2002-09-13
141688,Brian Helgeland,"['Tom Hardy', 'Emily Browning']",2015-09-09
54256,Akiva Schaffer,"['Andy Samberg', 'Isla Fisher']",2007-08-03
89427,David R. Ellis,"['Sara Paxton', 'Chris Carmack']",2011-09-02
3179,Alan Parker,"['Emily Watson', 'Robert Carlyle']",1999-12-25
2377,Tobe Hooper,"['Steve Railsback', 'Peter Firth']",1985-06-20
33672,Catherine Hardwicke,"['Emile Hirsch', 'Victor Rasuk']",2005-06-03
3740,John Carpenter,"['Kurt Russell', 'Kim Cattrall']",1986-05-30
101765,Pascal Chaumeil,"['Diane Kruger', 'Dany Boon']",2012-10-29
89774,Gavin O'Connor,"['Tom Hardy', 'Jennifer Morrison']",2011-09-09
991,Neil Jordan,"['Liam Neeson', 'Aidan Quinn']",1996-10-25
4047,Ronald F. Maxwell,"['Jeff Daniels', 'Tom Berenger']",1993-10-08
58876,Kimberly Peirce,"['Ryan Phillippe', 'Abbie Cornish']",2008-03-28
2771,Jonathan Kaplan,"['Claire Danes', 'Kate Beckinsale']",1999-08-13
691,Richard Benjamin,"['Shirley MacLaine', 'Ricki Lake']",1996-04-19
52375,Lasse Hallström,"['Richard Gere', 'Alfred Molina']",2006-10-14
63072,John Hillcoat,"['Viggo Mortensen', 'Kodi Smit-McPhee']",2009-11-25
4985,John Guillermin,"['Tanya Roberts', 'Ted Wass']",1984-08-17
4229,J.B. Rogers,"['Chris Klein', 'Heather Graham']",2001-03-12
43396,Roger Donaldson,"['Anthony Hopkins', 'Iain Rea']",2005-10-12
327,Rachel Talalay,"['Lori Petty', 'Ice-T']",1995-03-31
33148,Jeffrey W. Byrd,"['Anthony Anderson', 'Jay Mohr']",2005-04-22
63033,Fernando Meirelles,"['Julianne Moore', 'Mark Ruffalo']",2008-05-14
90430,Roman Polanski,"['Kate Winslet', 'Jodie Foster']",2011-09-16
103235,Giuseppe Tornatore,"['Geoffrey Rush', 'Jim Sturgess']",2013-01-01
72405,Werner Herzog,"['Nicolas Cage', 'Eva Mendes']",2009-09-11
105755,Ridley Scott,"['Michael Fassbender', 'Cameron Diaz']",2013-10-25
2020,Stephen Frears,"['Glenn Close', 'John Malkovich']",1988-12-16
1376,Leonard Nimoy,"['William Shatner', 'Leonard Nimoy']",1986-11-25
49651,Sylvester Stallone,"['Sylvester Stallone', 'Burt Young']",2006-12-20
1717,Wes Craven,"['David Arquette', 'Neve Campbell']",1997-12-09
112303,Tim Story,"['Adam Brody', 'Michael Ealy']",2014-06-20
3301,Jonathan Lynn,"['Bruce Willis', 'Matthew Perry']",2000-02-18
3791,Herbert Ross,"['Kevin Bacon', 'John Lithgow']",1984-02-17
6188,Todd Phillips,"['Luke Wilson', 'Will Ferrell']",2003-02-21
3108,Terry Gilliam,"['Jeff Bridges', 'Robin Williams']",1991-09-09
2338,Danny Cannon,"['Jennifer Love Hewitt', 'Freddie Prinze Jr.']",1998-11-13
3512,Bonnie Hunt,"['David Duchovny', 'Minnie Driver']",2000-04-07
62434,Kevin Smith,"['Seth Rogen', 'Elizabeth Banks']",2008-09-18
3893,Neil LaBute,"['Renée Zellweger', 'Morgan Freeman']",2000-09-08
71156,Grant Heslov,"['George Clooney', 'Ewan McGregor']",2009-10-17
4053,George Gallo,"['Orlando Jones', 'Eddie Griffin']",2001-01-12
3186,James Mangold,"['Winona Ryder', 'Angelina Jolie']",1999-12-21
7255,Robert Luketic,"['Josh Duhamel', 'Kate Bosworth']",2004-01-23
2709,Tim Hill,"['Steve Whitmire', 'Dave Goelz']",1999-07-14
6316,Sidney Lumet,"['Diana Ross', 'Michael Jackson']",1978-10-24
3511,Brian Robbins,"['David Arquette', 'Scott Caan']",2000-04-07
89388,Douglas McGrath,"['Sarah Jessica Parker', 'Pierce Brosnan']",2011-09-16
79879,Alexandre Aja,"['Elisabeth Shue', 'Adam Scott']",2010-08-20
30818,Kevin Spacey,"['Kevin Spacey', 'Kate Bosworth']",2004-12-17
82744,"George Tillman, Jr.","['Dwayne Johnson', 'Billy Bob Thornton']",2010-11-23
31658,Hayao Miyazaki,"['Takuya Kimura', 'Akihiro Miwa']",2004-11-19
71535,Ruben Fleischer,"['Jesse Eisenberg', 'Woody Harrelson']",2009-10-07
2335,Frank Coraci,"['Adam Sandler', 'Kathy Bates']",1998-11-06
1196,Irvin Kershner,"['Mark Hamill', 'Harrison Ford']",1980-05-17
145,Michael Bay,"['Will Smith', 'Martin Lawrence']",1995-04-07
3869,David Zucker,"['Leslie Nielsen', 'Priscilla Presley']",1991-06-28
3409,James Wong,"['Devon Sawa', 'Ali Larter']",2000-03-16
89804,George Clooney,"['Ryan Gosling', 'George Clooney']",2011-09-24
3300,David Twohy,"['Vin Diesel', 'Radha Mitchell']",2000-02-18
4231,Tony Goldwyn,"['Ashley Judd', 'Greg Kinnear']",2001-03-30
106920,Spike Jonze,"['Joaquin Phoenix', 'Scarlett Johansson']",2013-12-18
4821,John Dahl,"['Steve Zahn', 'Paul Walker']",2001-10-05
3051,Wayne Wang,"['Susan Sarandon', 'Natalie Portman']",1999-11-12
3884,Michael Dinner,"['Richard Dreyfuss', 'Burt Reynolds']",2000-08-21
92008,Steven Soderbergh,"['Gina Carano', 'Ewan McGregor']",2011-11-06
4124,Joseph Sargent,"['Lorraine Gary', 'Lance Guest']",1987-07-17
1399,Jerry Zaks,"['Diane Keaton', 'Meryl Streep']",1996-12-18
3125,Neil Jordan,"['Ralph Fiennes', 'Stephen Rea']",1999-12-03
4203,Simon Wincer,"['Mickey Rourke', 'Don Johnson']",1991-08-23
55094,Paul Haggis,"['Tommy Lee Jones', 'Charlize Theron']",2007-08-31
71619,Anne Fontaine,"['Audrey Tautou', 'Benoît Poelvoorde']",2009-04-22
8833,Mira Nair,"['Reese Witherspoon', 'James Purefoy']",2004-09-01
53953,Mikael Håfström,"['John Cusack', 'Samuel L. Jackson']",2007-07-12
3033,Mel Brooks,"['Mel Brooks', 'Rick Moranis']",1987-06-24
587,Jerry Zucker,"['Patrick Swayze', 'Demi Moore']",1990-07-12
1923,Bobby Farrelly,"['Cameron Diaz', 'Ben Stiller']",1998-07-15
317,John Pasquin,"['Tim Allen', 'Judge Reinhold']",1994-11-10
5267,John Lee Hancock,"['Dennis Quaid', 'Rachel Griffiths']",2002-03-25
55250,Andy Fickman,"['Dwayne Johnson', 'Madison Pettis']",2007-09-28
105,Clint Eastwood,"['Meryl Streep', 'Clint Eastwood']",1995-05-28
4340,Luke Greenfield,"['Rob Schneider', 'Colleen Haskell']",2001-06-01
1293,Richard Attenborough,"['Ben Kingsley', 'Candice Bergen']",1982-11-30
113275,Lasse Hallström,"['Helen Mirren', 'Manish Dayal']",2014-08-06
185,Irwin Winkler,"['Sandra Bullock', 'Jeremy Northam']",1995-07-28
5014,Jessie Nelson,"['Sean Penn', 'Michelle Pfeiffer']",2001-12-28
109897,Christopher Spencer,"['Roma Downey', 'Diogo Morgado']",2014-02-28
6754,Len Wiseman,"['Kate Beckinsale', 'Scott Speedman']",2003-09-19
40614,Mikael Håfström,"['Clive Owen', 'Jennifer Aniston']",2005-11-11
71211,Steven Soderbergh,"['Matt Damon', 'Scott Bakula']",2009-09-18
534,Richard Attenborough,"['Anthony Hopkins', 'Debra Winger']",1993-12-25
34530,Mike Bigelow,"['Rob Schneider', 'Eddie Griffin']",2005-08-06
106540,Ken Scott,"['Vince Vaughn', 'Cobie Smulders']",2013-10-10
4149,Dennis Dugan,"['Jason Biggs', 'Steve Zahn']",2001-02-09
96283,David Bowers,"['Zachary Gordon', 'Robert Capron']",2012-08-02
2702,Spike Lee,"['John Leguizamo', 'Adrien Brody']",1999-07-02
4734,Kevin Smith,"['Kevin Smith', 'Jason Mewes']",2001-08-22
4770,Daniel Sackheim,"['Leelee Sobieski', 'Diane Lane']",2001-09-14
143859,Joel Coen,"['Josh Brolin', 'George Clooney']",2016-02-05
4248,Deborah Kaplan,"['Rachael Leigh Cook', 'Rosario Dawson']",2001-04-06
106785,Gary Fleder,"['Jason Statham', 'James Franco']",2013-11-27
3974,Uli Edel,"['Richard E. Grant', 'Jonathan Lipnicki']",2000-10-27
8910,David O. Russell,"['Jason Schwartzman', 'Dustin Hoffman']",2004-09-10
519,Fred Dekker,"['Robert John Burke', 'Nancy Allen']",1993-04-17
2828,Hugh Wilson,"['Brendan Fraser', 'Sarah Jessica Parker']",1999-08-27
40966,Laurence Dunmore,"['Johnny Depp', 'Samantha Morton']",2004-09-16
52042,Paul Verhoeven,"['Carice van Houten', 'Sebastian Koch']",2006-09-01
40414,Christian Carion,"['Diane Kruger', 'Natalie Dessay']",2005-11-09
80880,John Curran,"['Frances Conroy', 'Robert De Niro']",2010-10-07
55276,Tony Gilroy,"['George Clooney', 'Tom Wilkinson']",2007-09-28
1390,Peter Segal,"['Jack Lemmon', 'James Garner']",1996-12-20
2707,Mark Pellington,"['Jeff Bridges', 'Tim Robbins']",1999-03-19
95201,Woody Allen,"['Ellen Page', 'Woody Allen']",2012-04-20
6078,Clint Eastwood,"['Clint Eastwood', 'Freddie Jones']",1982-06-13
2700,Trey Parker,"['Trey Parker', 'Matt Stone']",1999-06-30
53956,Frank Oz,"['Matthew Macfadyen', 'Keeley Hawes']",2007-02-09
3440,Stuart Gillard,"['Paige Turco', 'Stuart Wilson']",1993-03-17
4771,Brian Robbins,"['Keanu Reeves', 'Diane Lane']",2001-09-14
97921,David O. Russell,"['Bradley Cooper', 'Jennifer Lawrence']",2012-09-08
49910,Richard LaGravenese,"['Hilary Swank', 'Scott Glenn']",2007-01-05
5574,Louis Leterrier,"['Jason Statham', 'Shu Qi']",2002-10-02
58627,Jeff Wadlow,"['Sean Faris', 'Amber Heard']",2008-03-04
2548,Katt Shea,"['Emily Bergl', 'Jason London']",1999-03-11
66665,Sam Mendes,"['John Krasinski', 'Maya Rudolph']",2009-06-05
5625,Brad Silberling,"['Jake Gyllenhaal', 'Dustin Hoffman']",2002-09-09
89753,Tomas Alfredson,"['John Hurt', 'Gary Oldman']",2011-09-16
5927,Colin Higgins,"['Burt Reynolds', 'Dolly Parton']",1982-07-23
2600,David Cronenberg,"['Jennifer Jason Leigh', 'Jude Law']",1999-04-14
1198,Steven Spielberg,"['Harrison Ford', 'Karen Allen']",1981-06-12
2953,Chris Columbus,"['Macaulay Culkin', 'Joe Pesci']",1992-11-19
3471,Steven Spielberg,"['Richard Dreyfuss', 'François Truffaut']",1977-11-16
43932,Jim Sonzero,"['Kristen Bell', 'Ian Somerhalder']",2006-08-11
4084,Tony Scott,"['Eddie Murphy', 'Judge Reinhold']",1987-05-18
6212,Adam Shankman,"['Steve Martin', 'Queen Latifah']",2003-03-07
593,Jonathan Demme,"['Jodie Foster', 'Anthony Hopkins']",1991-02-01
3253,Penelope Spheeris,"['Mike Myers', 'Dana Carvey']",1992-02-14
81156,Jeff Tremaine,"['Johnny Knoxville', 'Bam Margera']",2010-10-15
1388,Jeannot Szwarc,"['Roy Scheider', 'Lorraine Gary']",1978-06-16
63540,Raja Gosnell,"['Drew Barrymore', 'Piper Perabo']",2008-10-03
103688,James Wan,"['Patrick Wilson', 'Vera Farmiga']",2013-07-18
31422,Brian Levant,"['Ice Cube', 'Nia Long']",2005-01-20
112497,Ben Falcone,"['Melissa McCarthy', 'Susan Sarandon']",2014-07-02
6863,Richard Linklater,"['Jack Black', 'Joan Cusack']",2003-10-03
44,Paul W.S. Anderson,"['Christopher Lambert', 'Robin Shou']",1995-08-18
8531,Keenen Ivory Wayans,"['Shawn Wayans', 'Marlon Wayans']",2004-06-23
91077,Alexander Payne,"['George Clooney', 'Shailene Woodley']",2011-09-09
6297,Andrew Davis,"['Sigourney Weaver', 'Jon Voight']",2003-04-18
77414,Julie Anne Robinson,"['Miley Cyrus', 'Greg Kinnear']",2010-03-31
105844,Steve McQueen,"['Chiwetel Ejiofor', 'Michael Fassbender']",2013-10-18
5941,Charles Stone III,"['Nick Cannon', 'Zoe Saldana']",2002-12-13
2291,Tim Burton,"['Johnny Depp', 'Winona Ryder']",1990-12-05
1953,William Friedkin,"['Gene Hackman', 'Fernando Rey']",1971-10-09
161580,Jon Lucas,"['Mila Kunis', 'Kristen Bell']",2016-07-28
43919,Jason Friedberg,"['Alyson Hannigan', 'Adam Campbell']",2006-02-17
5109,Robin Budd,"['Harriet Owen', 'Blayne Weaver']",2002-02-14
118700,Ava DuVernay,"['David Oyelowo', 'Tom Wilkinson']",2014-12-25
6158,Steve Trenbirth,"['John Goodman', 'Haley Joel Osment']",2003-02-07
31431,Stephen T. Kay,"['Emily Deschanel', 'Barry Watson']",2005-02-04
51925,Mennan Yapo,"['Sandra Bullock', 'Julian McMahon']",2007-02-08
3287,Jun Falkenstein,"['Jim Cummings', 'Nikita Hopkins']",2000-02-11
70159,Jaume Collet-Serra,"['Vera Farmiga', 'Peter Sarsgaard']",2009-07-24
50798,Jason Friedberg,"['Kal Penn', 'Adam Campbell']",2007-01-25
142488,Tom McCarthy,"['Mark Ruffalo', 'Michael Keaton']",2015-11-06
61705,Neil LaBute,"['Samuel L. Jackson', 'Patrick Wilson']",2008-09-19
2154,Kevin Rodney Sullivan,"['Angela Bassett', 'Taye Diggs']",1998-08-14
4980,Peter Hewitt,"['Keanu Reeves', 'Alex Winter']",1991-07-19
48593,Barry Levinson,"['Robin Williams', 'Christopher Walken']",2006-10-09
2034,Gary Nelson,"['Maximilian Schell', 'Anthony Perkins']",1979-12-18
80126,Anton Corbijn,"['George Clooney', 'Violante Placido']",2010-08-31
1487,Gregory Nava,"['Jennifer Lopez', 'Edward James Olmos']",1997-03-21
46723,Alejandro González Iñárritu,"['Brad Pitt', 'Cate Blanchett']",2006-09-08
114601,Shawn Levy,"['Jason Bateman', 'Tina Fey']",2014-09-10
64575,John Patrick Shanley,"['Meryl Streep', 'Philip Seymour Hoffman']",2008-11-27
8917,Trey Parker,"['Trey Parker', 'Matt Stone']",2004-10-10
99721,John Luessenhop,"['Alexandra Daddario', 'Dan Yeager']",2013-01-03
22,Jon Amiel,"['Sigourney Weaver', 'Holly Hunter']",1995-10-27
4709,Joshua Logan,"['Lee Marvin', 'Clint Eastwood']",1969-10-15
63876,Gus Van Sant,"['Sean Penn', 'Emile Hirsch']",2008-11-26
151687,Kevin Reynolds,"['Tom Felton', 'Cliff Curtis']",2016-02-19
5784,Steve Beck,"['Gabriel Byrne', 'Julianna Margulies']",2002-10-25
88954,Todd Strauss-Schulson,"['Neil Patrick Harris', 'John Cho']",2011-11-04
1805,John McNaughton,"['Matt Dillon', 'Kevin Bacon']",1998-03-20
89085,John Madden,"['Helen Mirren', 'Ciarán Hinds']",2010-04-11
3481,Stephen Frears,"['John Cusack', 'Iben Hjejle']",2000-03-17
61,John Schlesinger,"['Sally Field', 'Kiefer Sutherland']",1996-01-12
58295,Roger Donaldson,"['Jason Statham', 'Saffron Burrows']",2008-02-28
7361,Michel Gondry,"['Jim Carrey', 'Kate Winslet']",2004-03-19
80858,Andy Fickman,"['Kristen Bell', 'Sigourney Weaver']",2010-09-24
59016,David Ayer,"['Keanu Reeves', 'Forest Whitaker']",2008-04-10
103341,Edgar Wright,"['Simon Pegg', 'Nick Frost']",2013-07-18
53466,Andrew Fleming,"['Emma Roberts', 'Josh Flitter']",2007-06-15
73268,Michael Spierig,"['Ethan Hawke', 'Sam Neill']",2009-01-06
74946,Jim Field Smith,"['Alice Eve', 'Jay Baruchel']",2010-03-11
88108,Thomas Bezucha,"['Selena Gomez', 'Katie Cassidy']",2011-07-01
44731,William Brent Bell,"['Jon Foster', 'Samaire Armstrong']",2006-03-24
26750,Simon Wincer,"['Tom Selleck', 'Laura San Giacomo']",1990-10-17
47952,Renny Harlin,"['Steven Strait', 'Laura Ramsey']",2006-09-08
45221,Jessica Bendinger,"['Jeff Bridges', 'Missy Peregrym']",2006-04-21
45,Gus Van Sant,"['Nicole Kidman', 'Matt Dillon']",1995-05-20
160954,Henry Joost,"['Emma Roberts', 'Dave Franco']",2016-07-27
61986,Ed Harris,"['Viggo Mortensen', 'Ed Harris']",2008-09-12
2328,John Carpenter,"['James Woods', 'Daniel Baldwin']",1998-04-15
1219,Alfred Hitchcock,"['Anthony Perkins', 'Vera Miles']",1960-06-16
62439,Howard Deutch,"['Dane Cook', 'Kate Hudson']",2008-09-19
3048,Steve Rash,"['Chevy Chase', 'Carrie Fisher']",1981-07-31
3479,Richard Donner,"['Matthew Broderick', 'Rutger Hauer']",1985-03-27
2236,Mark Steven Johnson,"['Jim Carrey', 'Ashley Judd']",1998-09-11
51931,Mike Binder,"['Adam Sandler', 'Don Cheadle']",2007-03-23
55247,Sean Penn,"['Emile Hirsch', 'Marcia Gay Harden']",2007-09-11
48416,Todd Phillips,"['Billy Bob Thornton', 'Jon Heder']",2006-09-29
97785,Michael J. Bassett,"['Adelaide Clemens', 'Kit Harington']",2012-10-10
70,Robert Rodriguez,"['George Clooney', 'Quentin Tarantino']",1996-01-19
57,Jodie Foster,"['Holly Hunter', 'Robert Downey Jr.']",1995-11-02
31878,Stephen Chow,"['Stephen Chow', 'Yuen Wah']",2004-02-10
56607,Marc Forster,"['Khalid Abdalla', 'Atossa Leoni']",2007-10-14
6953,Alejandro González Iñárritu,"['Sean Penn', 'Naomi Watts']",2003-09-06
8835,Paul Abascal,"['Cole Hauser', 'Robin Tunney']",2004-09-03
6012,Chris Koch,"['Jason Lee', 'Julia Stiles']",2003-01-17
3616,Amy Heckerling,"['Jason Biggs', 'Mena Suvari']",2000-07-21
4189,George Stevens,"['Max von Sydow', 'Michael Anderson Jr.']",1965-02-15
140525,Billy Ray,"['Chiwetel Ejiofor', 'Nicole Kidman']",2015-10-14
61348,Jason Friedberg,"['Matt Lanter', 'Vanessa Lachey']",2008-08-29
1689,Jon Amiel,"['Bill Murray', 'Peter Gallagher']",1997-11-14
90576,Mark Mylod,"['Chris Evans', 'Anna Faris']",2011-09-30
93563,Stephen St. Leger,"['Guy Pearce', 'Maggie Grace']",2012-04-12
7448,Barry Levinson,"['Ben Stiller', 'Jack Black']",2004-04-30
68205,Brian Taylor,"['Jason Statham', 'Amy Smart']",2009-04-16
348,Woody Allen,"['John Cusack', 'Dianne Wiest']",1994-10-14
5876,Phillip Noyce,"['Michael Caine', 'Brendan Fraser']",2002-11-22
39444,Gore Verbinski,"['Nicolas Cage', 'Michael Caine']",2005-10-20
5531,Walter Hill,"['Wesley Snipes', 'Ving Rhames']",2002-08-23
61729,David Koepp,"['Ricky Gervais', 'Greg Kinnear']",2008-09-19
70361,Renny Harlin,"['John Cena', 'Aidan Gillen']",2009-03-19
80831,Matt Reeves,"['Kodi Smit-McPhee', 'Chloë Grace Moretz']",2010-10-01
4749,Charles T. Kanganis,"['Victor Wong', 'Max Elliott Slade']",1994-05-06
55830,Michel Gondry,"['Jack Black', 'Yasiin Bey']",2008-01-20
42018,Stephen Frears,"['Judi Dench', 'Bob Hoskins']",2005-09-09
1701,Woody Allen,"['Woody Allen', 'Kirstie Alley']",1997-08-26
2978,Damon Santostefano,"['Matthew Perry', 'Neve Campbell']",1999-10-22
142536,John Wells,"['Bradley Cooper', 'Sienna Miller']",2015-10-02
2264,Neil Jordan,"['Robert De Niro', 'Sean Penn']",1989-12-15
1057,Woody Allen,"['Drew Barrymore', 'Diva Gray']",1996-12-06
54787,James Wan,"['Kevin Bacon', 'Garrett Hedlund']",2007-08-31
37477,Les Mayfield,"['Samuel L. Jackson', 'Eugene Levy']",2005-09-08
6245,Bob Fosse,"['Shirley MacLaine', 'John McMartin']",1969-01-01
116799,Paul Thomas Anderson,"['Joaquin Phoenix', 'Josh Brolin']",2014-12-25
62586,David Zucker,"['Kevin Farley', 'Kelsey Grammer']",2008-10-03
105585,Robert Rodriguez,"['Danny Trejo', 'Mel Gibson']",2013-09-12
6220,Glen Morgan,"['Crispin Glover', 'R. Lee Ermey']",2003-03-14
57536,Fred Wolf,"['Steve Zahn', 'Allen Covert']",2008-02-01
3163,Mike Leigh,"['Allan Corduner', 'Jim Broadbent']",1999-09-03
89761,David Cronenberg,"['Keira Knightley', 'Viggo Mortensen']",2011-09-30
27904,Richard Linklater,"['Keanu Reeves', 'Winona Ryder']",2006-05-25
31424,Uwe Boll,"['Christian Slater', 'Tara Reid']",2005-01-28
8959,Jonathan Glazer,"['Nicole Kidman', 'Cameron Bright']",2004-09-08
56286,Todd Haynes,"['Cate Blanchett', 'Heath Ledger']",2007-10-01
68848,Rian Johnson,"['Rachel Weisz', 'Adrien Brody']",2008-09-09
62511,Charlie Kaufman,"['Philip Seymour Hoffman', 'Samantha Morton']",2008-10-24
3000,Hayao Miyazaki,"['Yōji Matsuda', 'Yuriko Ishida']",1997-07-12
4831,Nancy Walker,"['Alex Briley', 'David Hodo']",1980-06-20
39381,John Hillcoat,"['Guy Pearce', 'Ray Winstone']",2005-10-06
5903,Kurt Wimmer,"['Christian Bale', 'Taye Diggs']",2002-12-06
60046,Roger Spottiswoode,"['Jonathan Rhys Meyers', 'Radha Mitchell']",2008-07-03
2769,James Gray,"['Mark Wahlberg', 'Joaquin Phoenix']",2000-04-27
31660,Katsuhiro Ōtomo,"['Anne Suzuki', 'Masane Tsukayama']",2004-07-17
82378,Andrew Jarecki,"['Kirsten Dunst', 'Ryan Gosling']",2010-12-03
6330,Daniel Algrant,"['Al Pacino', 'Kim Basinger']",2002-11-21
134246,James McTeigue,"['Pierce Brosnan', 'Milla Jovovich']",2015-05-21
49772,John Curran,"['Edward Norton', 'Juliet Howland']",2006-12-09
67508,Uli Edel,"['Martina Gedeck', 'Moritz Bleibtreu']",2008-09-24
590,Kevin Costner,"['Kevin Costner', 'Mary McDonnell']",1990-11-09
87485,Jake Kasdan,"['Cameron Diaz', 'Jason Segel']",2011-05-16
4661,Harold Becker,"['Al Pacino', 'Ellen Barkin']",1989-09-15
8643,Mark Rosman,"['Hilary Duff', 'Jennifer Coolidge']",2004-07-10
1407,Wes Craven,"['David Arquette', 'Neve Campbell']",1996-12-20
4876,Steve Beck,"['Tony Shalhoub', 'Embeth Davidtz']",2001-10-26
1258,Stanley Kubrick,"['Jack Nicholson', 'Shelley Duvall']",1980-05-22
1270,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd']",1985-07-03
2995,William Malone,"['Geoffrey Rush', 'Famke Janssen']",1999-10-29
71268,Tyler Perry,"['Tyler Perry', 'Taraji P. Henson']",2009-09-11
80166,Josh Gordon,"['Jason Bateman', 'Jennifer Aniston']",2010-05-11
6006,Shawn Levy,"['Ashton Kutcher', 'Brittany Murphy']",2003-01-09
74685,Breck Eisner,"['Timothy Olyphant', 'Radha Mitchell']",2010-02-26
5618,Hayao Miyazaki,"['Rumi Hiiragi', 'Miyu Irino']",2001-07-20
4000,Roger Donaldson,"['Mel Gibson', 'Anthony Hopkins']",1984-05-04
106441,Brian Percival,"['Geoffrey Rush', 'Sophie Nélisse']",2013-11-08
63479,Sean Anders,"['Josh Zuckerman', 'Amanda Crew']",2008-10-16
73319,Anand Tucker,"['Amy Adams', 'Matthew Goode']",2010-01-08
84950,Michael Dowse,"['Topher Grace', 'Anna Faris']",2011-03-04
869,Robert Altman,"['Jennifer Jason Leigh', 'Miranda Richardson']",1996-08-16
160644,James Schamus,"['Logan Lerman', 'Sarah Gadon']",2016-07-29
33085,Andrew Douglas,"['Ryan Reynolds', 'Melissa George']",2005-04-15
5902,Spike Jonze,"['Nicolas Cage', 'Meryl Streep']",2002-12-06
33834,George A. Romero,"['Simon Baker', 'John Leguizamo']",2005-06-24
1884,Terry Gilliam,"['Johnny Depp', 'Benicio del Toro']",1998-05-22
71520,Ricky Gervais,"['Ricky Gervais', 'Jennifer Garner']",2009-09-13
111113,Nicholas Stoller,"['Seth Rogen', 'Zac Efron']",2014-05-08
367,Chuck Russell,"['Jim Carrey', 'Cameron Diaz']",1994-07-29
2797,Penny Marshall,"['Tom Hanks', 'Elizabeth Perkins']",1988-06-03
48385,Larry Charles,"['Sacha Baron Cohen', 'Ken Davitian']",2006-11-01
