movie_id,title,Director,Top Two Actors,release_date
14736,Love & Basketball,Gina Prince-Bythewood,"['Chris Warren, Jr.', 'Kyla Pratt']",2000-04-21
9434,Grosse Pointe Blank,George Armitage,"['John Cusack', 'Minnie Driver']",1997-04-11
23706,All About Steve,Phil Traill,"['Sandra Bullock', 'Thomas Haden Church']",2009-09-04
11531,Book of Shadows: Blair Witch 2,Joe Berlinger,"['Kim Director', 'Jeffrey Donovan']",2000-10-27
9100,The Craft,Andrew Fleming,"['Robin Tunney', 'Fairuza Balk']",1996-05-03
116,Match Point,Woody Allen,"['Jonathan Rhys Meyers', 'Scarlett Johansson']",2005-10-26
38843,Ramona and Beezus,Elizabeth Allen Rosenbaum,"['Joey King', 'Selena Gomez']",2010-07-23
1245,The Remains of the Day,James Ivory,"['Anthony Hopkins', 'Emma Thompson']",1993-11-05
4995,Boogie Nights,Paul Thomas Anderson,"['Mark Wahlberg', 'Burt Reynolds']",1997-09-11
10413,Nowhere to Run,Robert Harmon,"['Jean-Claude Van Damme', 'Rosanna Arquette']",1993-01-15
14012,Flicka,Michael Mayer,"['Tim McGraw', 'Maria Bello']",2006-10-20
9793,The Hills Have Eyes 2,Martin Weisz,"['Michael Bailey Smith', 'Archie Kao']",2007-03-22
12212,Urban Legends: Final Cut,John Ottman,"['Jennifer Morrison', 'Matthew Davis']",2000-09-19
13768,Tuck Everlasting,Jay Russell,"['Alexis Bledel', 'William Hurt']",2002-10-11
8975,The Marine,John Bonito,"['John Cena', 'Kelly Carlson']",2006-10-13
342521,Keanu,Peter Atencio,"['Jordan Peele', 'Keegan-Michael Key']",2016-04-21
45272,Country Strong,Shana Feste,"['Gwyneth Paltrow', 'Garrett Hedlund']",2010-12-22
9424,Disturbing Behavior,David Nutter,"['James Marsden', 'Katie Holmes']",1998-07-24
97367,The Place Beyond the Pines,Derek Cianfrance,"['Ryan Gosling', 'Bradley Cooper']",2013-03-20
254904,The November Man,Roger Donaldson,"['Pierce Brosnan', 'Luke Bracey']",2014-08-27
18681,Eye of the Beholder,Stephan Elliott,"['Ewan McGregor', 'Ashley Judd']",1999-09-04
12162,The Hurt Locker,Kathryn Bigelow,"['Jeremy Renner', 'Anthony Mackie']",2008-10-10
11495,Firestarter,Mark L. Lester,"['David Keith', 'Drew Barrymore']",1984-05-11
64689,Killing Them Softly,Andrew Dominik,"['Brad Pitt', 'Scoot McNairy']",2012-09-20
157849,A Most Wanted Man,Anton Corbijn,"['Philip Seymour Hoffman', 'Rachel McAdams']",2014-07-25
13166,Freddy Got Fingered,Tom Green,"['Tom Green', 'Rip Torn']",2001-04-18
15511,VeggieTales: The Pirates Who Don't Do Anything,Mike Nawrocki,"['Phil Vischer', 'Mike Nawrocki']",2008-01-11
37003,U2 3D,Mark Pellington,"['Bono', 'The Edge']",2007-05-19
12211,Highlander: Endgame,Douglas Aarniokoski,"['Christopher Lambert', 'Bruce Payne']",2000-09-01
13816,Idlewild,Bryan Barber,"['André Benjamin', 'Paula Patton']",2006-08-25
51828,One Day,Lone Scherfig,"['Anne Hathaway', 'Jim Sturgess']",2011-03-02
22798,Whip It,Drew Barrymore,"['Ellen Page', 'Alia Shawkat']",2009-09-13
7501,Knockaround Guys,Brian Koppelman,"['Barry Pepper', 'Andy Davoli']",2001-09-07
10743,Confidence,James Foley,"['Edward Burns', 'Rachel Weisz']",2003-04-25
37718,The Muse,Albert Brooks,"['Albert Brooks', 'Sharon Stone']",1999-08-27
15237,De-Lovely,Irwin Winkler,"['Kevin Kline', 'Ashley Judd']",2004-07-02
9686,New York Stories,Francis Ford Coppola,"['Woody Allen', 'Marvin Chatinover']",1989-03-10
17644,Barney's Great Adventure,Steve Gomer,"['No Actors Found', 'No Actors Found']",1998-01-01
97430,The Man with the Iron Fists,RZA,"['Russell Crowe', 'Lucy Liu']",2012-11-02
12257,Home Fries,Dean Parisot,"['Drew Barrymore', ""Catherine O'Hara""]",1998-11-25
13539,Here On Earth,Mark Piznarski,"['Leelee Sobieski', 'Chris Klein']",2000-03-23
68,Brazil,Terry Gilliam,"['Jonathan Pryce', 'Robert De Niro']",1985-02-20
14024,Raise Your Voice,Sean McNamara,"['Hilary Duff', 'Oliver James']",2004-08-10
115,The Big Lebowski,Joel Coen,"['Jeff Bridges', 'John Goodman']",1998-03-06
7874,Black Snake Moan,Craig Brewer,"['Samuel L. Jackson', 'Christina Ricci']",2006-12-08
4911,Dark Blue,Ron Shelton,"['Kurt Russell', 'Scott Speedman']",2002-12-14
1988,A Mighty Heart,Michael Winterbottom,"['Angelina Jolie', 'Dan Futterman']",2007-01-01
16222,Whatever It Takes,David Raynr,"[""Jodi Lyn O'Keefe"", 'Shane West']",2000-03-31
9557,Boat Trip,Mort Nathan,"['Cuba Gooding Jr.', 'Horatio Sanz']",2002-10-01
9026,The Importance of Being Earnest,Oliver Parker,"['Rupert Everett', 'Colin Firth']",2002-05-17
57943,The Love Letter,Dan Curtis,"['Campbell Scott', 'Jennifer Jason Leigh']",1998-02-01
18276,Hoot,Wil Shriner,"['Luke Wilson', 'Logan Lerman']",2006-05-05
8321,In Bruges,Martin McDonagh,"['Colin Farrell', 'Brendan Gleeson']",2008-02-08
72359,Peeples,Tina Gordon Chism,"['Craig Robinson', 'Kerry Washington']",2013-05-09
10186,The Rocker,Peter Cattaneo,"['Rainn Wilson', 'Josh Gad']",2008-08-20
25704,Post Grad,Vicky Jenson,"['Alexis Bledel', 'Zach Gilford']",2009-08-21
133694,Promised Land,Gus Van Sant,"['Matt Damon', 'John Krasinski']",2012-09-23
19265,Whatever Works,Woody Allen,"['Larry David', 'Evan Rachel Wood']",2009-06-19
36047,The In Crowd,Mary Lambert,"['Susan Ward', 'Lori Heuring']",2000-07-19
8053,The Three Burials of Melquiades Estrada,Tommy Lee Jones,"['Tommy Lee Jones', 'Barry Pepper']",2005-11-17
2290,Jakob the Liar,Peter Kassovitz,"['Robin Williams', 'Armin Mueller-Stahl']",1999-09-16
5236,Kiss Kiss Bang Bang,Shane Black,"['Robert Downey Jr.', 'Val Kilmer']",2005-09-05
6552,Idle Hands,Rodman Flender,"['Devon Sawa', 'Seth Green']",1999-04-30
1018,Mulholland Drive,David Lynch,"['Naomi Watts', 'Laura Harring']",2001-05-16
10075,Blood and Chocolate,Katja von Garnier,"['Agnes Bruckner', 'Hugh Dancy']",2007-01-26
38031,You Will Meet a Tall Dark Stranger,Woody Allen,"['Gemma Jones', 'Anthony Hopkins']",2010-05-23
42188,Never Let Me Go,Mark Romanek,"['Carey Mulligan', 'Andrew Garfield']",2010-09-15
112430,The Company,Mikael Salomon,"[""Chris O'Donnell"", 'Alfred Molina']",2007-08-05
6687,Transsiberian,Brad Anderson,"['Woody Harrelson', 'Emily Mortimer']",2008-01-18
13853,The Clan of the Cave Bear,Michael Chapman,"['Daryl Hannah', 'Pamela Reed']",1986-01-17
31306,Crazy in Alabama,Antonio Banderas,"['Melanie Griffith', 'David Morse']",1999-10-22
8461,Funny Games,Michael Haneke,"['Naomi Watts', 'Tim Roth']",2007-10-20
331592,Listening,Khalil Sullins,"['Thomas Stroppel', 'Artie Ahr']",2015-09-11
47692,Felicia's Journey,Atom Egoyan,"['Bob Hoskins', 'Elaine Cassidy']",1999-11-24
19,Metropolis,Fritz Lang,"['Brigitte Helm', 'Alfred Abel']",1927-01-10
10045,District B13,Pierre Morel,"['David Belle', 'Cyril Raffaelli']",2004-11-09
400,Things to Do in Denver When You're Dead,Gary Fleder,"['Andy García', 'Christopher Lloyd']",1995-12-01
253450,The Assassin,Hou Hsiao-hsien,"['Shu Qi', 'Chang Chen']",2015-08-27
9104,Buffalo Soldiers,Gregor Jordan,"['Joaquin Phoenix', 'Ed Harris']",2001-09-08
11190,The Return,Andrey Zvyagintsev,"['Vladimir Garin', 'Konstantin Lavronenko']",2003-06-25
16353,Ong Bak 2,Tony Jaa,"['Tony Jaa', 'Sarunyu Wongkrachang']",2008-12-04
23759,Centurion,Neil Marshall,"['Michael Fassbender', 'Olga Kurylenko']",2010-02-15
24206,Silent Trigger,Russell Mulcahy,"['Dolph Lundgren', 'Gina Bellman']",1996-06-26
10185,The Midnight Meat Train,Ryûhei Kitamura,"['Bradley Cooper', 'Vinnie Jones']",2008-08-07
75033,Winnie Mandela,Darrell James Roodt,"['Elias Koteas', 'Terrence Howard']",2011-09-16
74536,The Son of No One,Dito Montiel,"['Channing Tatum', 'Al Pacino']",2011-11-04
31668,All The Queen's Men,Stefan Ruzowitzky,"['Matt LeBlanc', 'Eddie Izzard']",2001-10-14
13501,The Good Night,Jake Paltrow,"['Penélope Cruz', 'Martin Freeman']",2007-01-25
15208,Bathory: Countess of Blood,Juraj Jakubisko,"['Anna Friel', 'Karel Roden']",2008-07-04
172391,Khumba,Anthony Silverston,"['Jake T. Austin', 'Liam Neeson']",2013-07-18
262543,Automata,Gabe Ibáñez,"['Antonio Banderas', 'Birgitte Hjort Sørensen']",2014-10-09
9288,Dungeons & Dragons: Wrath of the Dragon God,Gerry Lively,"['Bruce Payne', 'Mark Dymond']",2005-01-01
370980,Chiamatemi Francesco - Il Papa della gente,Daniele Luchetti,"['Rodrigo de la Serna', 'Sergio Hernández']",2015-12-03
20083,Shinjuku Incident,Derek Yee Tung-Sing,"['Jackie Chan', 'Naoto Takenaka']",2009-03-22
40880,Pandaemonium,Julien Temple,"['Linus Roache', 'John Hannah']",2001-06-29
137,Groundhog Day,Harold Ramis,"['Bill Murray', 'Andie MacDowell']",1993-02-11
264999,Magic Mike XXL,Gregory Jacobs,"['Channing Tatum', 'Matt Bomer']",2015-07-01
454,Romeo + Juliet,Baz Luhrmann,"['Leonardo DiCaprio', 'Claire Danes']",1996-10-31
53457,Sarah's Key,Gilles Paquet-Brenner,"['Kristin Scott Thomas', 'Niels Arestrup']",2010-09-16
288980,Freedom,Peter Cousens,"['Cuba Gooding Jr.', 'William Sadler']",2014-08-21
33,Unforgiven,Clint Eastwood,"['Clint Eastwood', 'Gene Hackman']",1992-08-07
1951,Manderlay,Lars von Trier,"['Bryce Dallas Howard', 'Isaach De Bankolé']",2005-05-16
12405,Slumdog Millionaire,Danny Boyle,"['Dev Patel', 'Freida Pinto']",2008-05-12
10998,Fatal Attraction,Adrian Lyne,"['Michael Douglas', 'Glenn Close']",1987-09-11
114,Pretty Woman,Garry Marshall,"['Julia Roberts', 'Richard Gere']",1990-03-23
9396,Crocodile Dundee II,John Cornell,"['Paul Hogan', 'Linda Kozlowski']",1988-05-19
319910,Broken Horses,Vidhu Vinod Chopra,"['María Valverde', ""Vincent D'Onofrio""]",2015-03-15
2604,Born on the Fourth of July,Oliver Stone,"['Tom Cruise', 'Raymond J. Barry']",1989-12-20
864,Cool Runnings,Jon Turteltaub,"['Leon Robinson', 'Doug E. Doug']",1993-09-30
14435,My Bloody Valentine,Patrick Lussier,"['Jensen Ackles', 'Jaime King']",2009-01-16
1931,Stomp the Yard,Sylvain White,"['Columbus Short', 'Meagan Good']",2007-05-16
691,The Spy Who Loved Me,Lewis Gilbert,"['Roger Moore', 'Barbara Bach']",1977-07-07
9877,Urban Legend,Jamie Blanks,"['Alicia Witt', 'Jared Leto']",1998-09-25
62008,Good Deeds,Tyler Perry,"['Tyler Perry', 'Phylicia Rashād']",2012-02-23
12227,White Fang,Randal Kleiser,"['Klaus Maria Brandauer', 'Ethan Hawke']",1991-01-18
13824,Superstar,Bruce McCulloch,"['Molly Shannon', 'Will Ferrell']",1999-10-08
71688,The Iron Lady,Phyllida Lloyd,"['Meryl Streep', 'Anthony Stewart Head']",2011-12-30
15173,Jonah: A VeggieTales Movie,Phil Vischer,"['Phil Vischer', 'Mike Nawrocki']",2002-10-04
8291,Poetic Justice,John Singleton,"['Janet Jackson', 'Tupac Amaru Shakur']",1993-07-23
13950,All About the Benjamins,Kevin Bray,"['Ice Cube', 'Mike Epps']",2002-03-08
12158,Vampire in Brooklyn,Wes Craven,"['Eddie Murphy', 'Angela Bassett']",1995-10-27
11586,Exorcist II: The Heretic,John Boorman,"['Linda Blair', 'Richard Burton']",1977-06-17
10008,An American Haunting,Courtney Solomon,"['Donald Sutherland', 'Sissy Spacek']",2005-05-05
2830,My Boss's Daughter,David Zucker,"['Ashton Kutcher', 'Tara Reid']",2003-08-21
12403,A Perfect Getaway,David Twohy,"['Milla Jovovich', 'Timothy Olyphant']",2009-06-08
34563,Our Family Wedding,Rick Famuyiwa,"['Forest Whitaker', 'America Ferrera']",2010-03-12
14557,Dead Man on Campus,Alan Cohn,"['Tom Everett Scott', 'Mark-Paul Gosselaar']",1998-08-21
10368,Tea with Mussolini,Franco Zeffirelli,"['Cher', 'Judi Dench']",1999-03-25
10280,Thinner,Tom Holland,"['Robert John Burke', 'Joe Mantegna']",1996-10-25
12637,"New York, New York",Martin Scorsese,"['Liza Minnelli', 'Robert De Niro']",1977-06-21
34152,Crooklyn,Spike Lee,"['Alfre Woodard', 'Delroy Lindo']",1994-05-13
14434,I Think I Love My Wife,Chris Rock,"['Chris Rock', 'Kerry Washington']",2007-03-16
11470,Jason X,James Isaac,"['Kane Hodder', 'Lexa Doig']",2001-07-24
10741,Bobby,Emilio Estevez,"['Anthony Hopkins', 'Heather Graham']",2006-09-05
24940,Head Over Heels,Mark Waters,"['Monica Potter', 'Freddie Prinze Jr.']",2001-02-02
82679,Fun Size,Josh Schwartz,"['Victoria Justice', 'Jackson Nicoll']",2012-10-25
2013,The Diving Bell and the Butterfly,Julian Schnabel,"['Mathieu Amalric', 'Emmanuelle Seigner']",2007-05-22
1440,Little Children,Todd Field,"['Kate Winslet', 'Patrick Wilson']",2006-10-06
18041,Gossip,Davis Guggenheim,"['Joshua Jackson', 'James Marsden']",2000-04-21
28029,A Walk on the Moon,Tony Goldwyn,"['Diane Lane', 'Viggo Mortensen']",1999-01-29
1123,Catch a Fire,Phillip Noyce,"['Tim Robbins', 'Derek Luke']",2006-10-27
14033,Soul Survivors,Stephen Carpenter,"['Eliza Dushku', 'Melissa Sagemiller']",2001-09-06
87729,Jefferson in Paris,James Ivory,"['Nick Nolte', 'Greta Scacchi']",1995-03-31
16899,Easy Virtue,Stephan Elliott,"['Jessica Biel', 'Ben Barnes']",2008-01-01
41317,Caravans,James Fargo,"['Anthony Quinn', ""Jennifer O'Neill""]",1978-11-02
245700,Mr. Turner,Mike Leigh,"['Timothy Spall', 'Dorothy Atkinson']",2014-10-31
37842,Wild Grass,Alain Resnais,"['André Dussollier', 'Sabine Azéma']",2009-05-20
9045,Amen.,Costa-Gavras,"['Ulrich Tukur', 'Mathieu Kassovitz']",2002-02-13
44092,Reign of Assassins,John Woo,"['Michelle Yeoh', 'Jung Woo-sung']",2010-09-01
16005,The Lucky Ones,Neil Burger,"['Tim Robbins', 'Rachel McAdams']",2008-09-26
44754,Margaret,Kenneth Lonergan,"['Anna Paquin', 'Matt Damon']",2011-09-30
23988,Stan Helsing,Bo Zenga,"['Diora Baird', 'Leslie Nielsen']",2009-10-27
43949,Flipped,Rob Reiner,"['Madeline Carroll', 'Callan McAuliffe']",2010-08-06
142,Brokeback Mountain,Ang Lee,"['Heath Ledger', 'Jake Gyllenhaal']",2005-09-02
9603,Clueless,Amy Heckerling,"['Alicia Silverstone', 'Stacey Dash']",1995-07-19
10712,Far from Heaven,Todd Haynes,"['Julianne Moore', 'Dennis Quaid']",2002-09-01
243938,Hot Tub Time Machine 2,Steve Pink,"['Rob Corddry', 'Craig Robinson']",2015-02-20
10876,Quills,Philip Kaufman,"['Geoffrey Rush', 'Kate Winslet']",2000-11-22
86838,Seven Psychopaths,Martin McDonagh,"['Colin Farrell', 'Sam Rockwell']",2012-09-07
25208,The Caveman's Valentine,Kasi Lemmons,"['Samuel L. Jackson', 'Colm Feore']",2001-01-19
613,Downfall,Oliver Hirschbiegel,"['Bruno Ganz', 'Alexandra Maria Lara']",2004-09-08
1913,The Sea Inside,Alejandro Amenábar,"['Javier Bardem', 'Belén Rueda']",2004-09-03
97370,Under the Skin,Jonathan Glazer,"['Scarlett Johansson', 'Kryštof Hádek']",2014-03-14
801,"Good Morning, Vietnam",Barry Levinson,"['Robin Williams', 'Forest Whitaker']",1987-12-23
70829,The Last Godfather,Shim Hyung-Rae,"['Harvey Keitel', 'Jason Mewes']",2010-12-29
54518,Justin Bieber: Never Say Never,Jon M. Chu,"['Justin Bieber', 'Miley Cyrus']",2011-02-11
44214,Black Swan,Darren Aronofsky,"['Natalie Portman', 'Mila Kunis']",2010-12-02
240,The Godfather: Part II,Francis Ford Coppola,"['Al Pacino', 'Robert Duvall']",1974-12-20
9816,Save the Last Dance,Thomas Carter,"['Julia Stiles', 'Sean Patrick Thomas']",2001-01-12
10131,A Nightmare on Elm Street 4: The Dream Master,Renny Harlin,"['Robert Englund', 'Tuesday Knight']",1988-08-19
339984,Miracles from Heaven,Patricia Riggen,"['Jennifer Garner', 'Kylie Rogers']",2016-03-17
8859,"Dude, Where’s My Car?",Danny Leiner,"['Ashton Kutcher', 'Seann William Scott']",2000-12-15
11967,Young Guns,Christopher Cain,"['Emilio Estevez', 'Kiefer Sutherland']",1988-08-12
239563,St. Vincent,Theodore Melfi,"['Bill Murray', 'Melissa McCarthy']",2014-10-09
222899,About Last Night,Steve Pink,"['Kevin Hart', 'Michael Ealy']",2014-02-14
4951,10 Things I Hate About You,Gil Junger,"['Heath Ledger', 'Julia Stiles']",1999-03-30
10985,The New Guy,Ed Decter,"['DJ Qualls', 'Eliza Dushku']",2002-05-10
9644,National Lampoon's Loaded Weapon 1,Gene Quintano,"['Emilio Estevez', 'Samuel L. Jackson']",1993-02-04
332567,The Shallows,Jaume Collet-Serra,"['Blake Lively', 'Óscar Jaenada']",2016-06-24
1954,The Butterfly Effect,Eric Bress,"['Ashton Kutcher', 'Melora Walters']",2004-01-22
15489,Snow Day,Chris Koch,"['Chevy Chase', 'Chris Elliott']",2000-02-11
15250,This Christmas,Preston A. Whitmore II,"['Loretta Devine', 'Delroy Lindo']",2007-11-27
22345,Baby Geniuses,Bob Clark,"['Kathleen Turner', 'Christopher Lloyd']",1999-03-12
9448,The Big Hit,Kirk Wong,"['Mark Wahlberg', 'Lou Diamond Phillips']",1998-04-24
38223,Harriet the Spy,Bronwen Hughes,"['Michelle Trachtenberg', ""Rosie O'Donnell""]",1996-07-10
11186,Child's Play 2,John Lafia,"['Alex Vincent', 'Jenny Agutter']",1990-11-09
136835,No Good Deed,Sam Miller,"['Idris Elba', 'Taraji P. Henson']",2014-09-10
5876,The Mist,Frank Darabont,"['Thomas Jane', 'Marcia Gay Harden']",2007-11-21
264660,Ex Machina,Alex Garland,"['Domhnall Gleeson', 'Alicia Vikander']",2015-01-21
492,Being John Malkovich,Spike Jonze,"['John Cusack', 'Cameron Diaz']",1999-09-30
25462,Two Can Play That Game,Mark Brown,"['Vivica A. Fox', 'Morris Chestnut']",2001-09-07
238603,Earth to Echo,Dave Green,"['Teo Halm', 'Astro']",2014-06-14
10691,Crazy/Beautiful,John Stockwell,"['Kirsten Dunst', 'Jay Hernandez']",2001-06-29
1251,Letters from Iwo Jima,Clint Eastwood,"['Ken Watanabe', 'Kazunari Ninomiya']",2006-12-19
5172,The Astronaut Farmer,Michael Polish,"['Billy Bob Thornton', 'Virginia Madsen']",2006-10-15
58680,Woo,Daisy von Scherler Mayer,"['Jada Pinkett Smith', 'Tommy Davidson']",1998-05-08
264644,Room,Lenny Abrahamson,"['Brie Larson', 'Jacob Tremblay']",2015-10-16
14577,Dirty Work,Bob Saget,"['Norm Macdonald', 'Artie Lange']",1998-06-12
11592,Serial Mom,John Waters,"['Kathleen Turner', 'Sam Waterston']",1994-04-13
16406,Dick,Andrew Fleming,"['Kirsten Dunst', 'Michelle Williams']",1999-08-04
19052,Light It Up,Craig Bolotin,"['Usher Raymond', 'Vanessa Williams']",1999-11-04
3682,54,Mark Christopher,"['Ryan Phillippe', 'Salma Hayek']",1998-08-28
9683,Bubble Boy,Blair Hayes,"['Jake Gyllenhaal', 'Swoosie Kurtz']",2001-08-24
2084,Birthday Girl,Jez Butterworth,"['Nicole Kidman', 'Ben Chaplin']",2001-09-06
107811,21 & Over,Jon Lucas,"['Miles Teller', 'Skylar Astin']",2013-03-01
2266,"Paris, je t'aime",Isabel Coixet,"['Steve Buscemi', 'Natalie Portman']",2006-05-16
13074,Resurrecting the Champ,Rod Lurie,"['Samuel L. Jackson', 'Josh Hartnett']",2007-06-14
144340,Admission,Paul Weitz,"['Tina Fey', 'Paul Rudd']",2013-03-21
48217,The Widow of Saint-Pierre,Patrice Leconte,"['Daniel Auteuil', 'Emir Kusturica']",2000-01-01
28211,Chloe,Atom Egoyan,"['Julianne Moore', 'Liam Neeson']",2009-03-25
47502,Faithful,Paul Mazursky,"['Cher', 'Chazz Palminteri']",1996-04-03
9950,Find Me Guilty,Sidney Lumet,"['Vin Diesel', 'Alex Rocco']",2006-03-16
84892,The Perks of Being a Wallflower,Stephen Chbosky,"['Logan Lerman', 'Emma Watson']",2012-09-20
24227,Excessive Force,Jon Hess,"['Thomas Ian Griffith', 'Lance Henriksen']",1993-05-14
9672,Infamous,Douglas McGrath,"['Sigourney Weaver', 'Toby Jones']",2006-11-16
44853,The Claim,Michael Winterbottom,"['Peter Mullan', 'Milla Jovovich']",2000-12-29
157544,The Vatican Tapes,Mark Neveldine,"['Olivia Taylor Dudley', 'Michael Peña']",2015-07-24
59678,Attack the Block,Joe Cornish,"['Nick Frost', 'Jodie Whittaker']",2011-05-12
79777,In the Land of Blood and Honey,Angelina Jolie,"['Zana Marjanović', 'Goran Kostić']",2011-12-23
158011,The Call,Brad Anderson,"['Halle Berry', 'Abigail Breslin']",2013-03-14
407887,Operation Chromite,John H. Lee,"['Lee Jung-jae', 'Liam Neeson']",2016-07-27
17043,The Crocodile Hunter: Collision Course,John Stainton,"['Steve Irwin', 'Terri Irwin']",2002-07-26
8952,I Love You Phillip Morris,Glenn Ficarra,"['Jim Carrey', 'Ewan McGregor']",2009-01-18
62204,Quest for Fire,Jean-Jacques Annaud,"['Everett McGill', 'Ron Perlman']",1981-12-15
13435,Antwone Fisher,Denzel Washington,"['Derek Luke', 'Malcolm David Kelley']",2002-12-19
17187,The Emperor's Club,Michael Hoffman,"['Kevin Kline', 'Emile Hirsch']",2002-11-22
319,True Romance,Tony Scott,"['Christian Slater', 'Patricia Arquette']",1993-09-09
59457,Womb,Benedek Fliegauf,"['Eva Green', 'Matt Smith']",2010-07-15
9504,Glengarry Glen Ross,James Foley,"['Al Pacino', 'Jack Lemmon']",1992-09-15
37414,The Killer Inside Me,Michael Winterbottom,"['Casey Affleck', 'Kate Hudson']",2010-02-19
6217,Cat People,Paul Schrader,"['Nastassja Kinski', 'Malcolm McDowell']",1982-04-02
26688,Sorority Row,Stewart Hendler,"['Rumer Willis', 'Briana Evigan']",2009-09-09
43867,The Prisoner of Zenda,John Cromwell,"['Ronald Colman', 'Madeleine Carroll']",1937-09-03
6615,Lars and the Real Girl,Craig Gillespie,"['Ryan Gosling', 'Emily Mortimer']",2007-10-12
14574,The Boy in the Striped Pyjamas,Mark Herman,"['Asa Butterfield', 'Jack Scanlon']",2008-05-07
16,Dancer in the Dark,Lars von Trier,"['Björk', 'Catherine Deneuve']",2000-05-17
39780,Oscar and Lucinda,Gillian Armstrong,"['Ralph Fiennes', 'Cate Blanchett']",1997-12-31
21612,The Funeral,Abel Ferrara,"['Christopher Walken', 'Chris Penn']",1996-01-26
36691,Solitary Man,Brian Koppelman,"['Michael Douglas', 'Danny DeVito']",2009-09-07
23631,Machete,Robert Rodriguez,"['Danny Trejo', 'Michelle Rodriguez']",2010-09-01
45324,Casino Jack,George Hickenlooper,"['Kevin Spacey', 'Kelly Preston']",2010-09-16
12144,The Land Before Time,Don Bluth,"['Gabriel Damon', 'Candace Hutson']",1988-11-18
11658,Tae Guk Gi: The Brotherhood of War,Kang Je-gyu,"['Jang Dong-gun', 'Won Bin']",2004-02-05
56601,The Perfect Game,William Dear,"['Clifton Collins Jr', 'Cheech Marin']",2010-04-01
9552,The Exorcist,William Friedkin,"['Linda Blair', 'Max von Sydow']",1973-12-26
578,Jaws,Steven Spielberg,"['Roy Scheider', 'Robert Shaw']",1975-06-18
2105,American Pie,Chris Weitz,"['Jason Biggs', 'Chris Klein']",1999-07-09
126319,Ernest & Celestine,Stéphane Aubier,"['Anne-Marie Loop', 'Lambert Wilson']",2012-12-12
10136,The Golden Child,Michael Ritchie,"['Eddie Murphy', 'Charles Dance']",1986-12-12
67660,Think Like a Man,Tim Story,"['Michael Ealy', 'Jerry Ferrara']",2012-04-16
10611,Barbershop,Tim Story,"['Ice Cube', 'Anthony Anderson']",2002-04-01
154,Star Trek II: The Wrath of Khan,Nicholas Meyer,"['William Shatner', 'Leonard Nimoy']",1982-06-03
3049,Ace Ventura: Pet Detective,Tom Shadyac,"['Jim Carrey', 'Sean Young']",1994-02-04
860,WarGames,John Badham,"['Matthew Broderick', 'Dabney Coleman']",1983-06-03
9281,Witness,Peter Weir,"['Harrison Ford', 'Kelly McGillis']",1985-02-08
75674,Act of Valor,Mike McCoy,"['Roselyn Sánchez', 'Emilio Rivera']",2012-02-24
9762,Step Up,Anne Fletcher,"['Channing Tatum', 'Jenna Dewan']",2006-08-11
3179,Beavis and Butt-Head Do America,Mike Judge,"['Mike Judge', 'Bruce Willis']",1996-12-15
184,Jackie Brown,Quentin Tarantino,"['Pam Grier', 'Samuel L. Jackson']",1997-12-24
13335,Harold & Kumar Escape from Guantanamo Bay,Jon Hurwitz,"['John Cho', 'Kal Penn']",2008-04-25
76726,Chronicle,Josh Trank,"['Dane DeHaan', 'Alex Russell']",2012-02-01
10269,Yentl,Barbra Streisand,"['Barbra Streisand', 'Mandy Patinkin']",1983-11-18
36819,Time Bandits,Terry Gilliam,"['Sean Connery', 'John Cleese']",1981-07-13
17130,Crossroads,Tamra Davis,"['Britney Spears', 'Zoe Saldana']",2002-02-15
57214,Project X,Nima Nourizadeh,"['Oliver Cooper', 'Jonathan Daniel Brown']",2012-03-01
11202,Patton,Franklin J. Schaffner,"['George C. Scott', 'Karl Malden']",1970-01-25
9357,One Hour Photo,Mark Romanek,"['Robin Williams', 'Connie Nielsen']",2002-08-21
13812,Quarantine,John Erick Dowdle,"['Jennifer Carpenter', 'Steve Harris']",2008-10-10
9030,The Eye,David Moreau,"['Jessica Alba', 'Alessandro Nivola']",2008-02-01
19084,Johnson Family Vacation,Christopher Erskin,"['Cedric the Entertainer', 'Vanessa Williams']",2004-04-07
8386,How High,Jesse Dylan,"['Method Man', 'Redman']",2001-12-21
10437,The Muppet Christmas Carol,Brian Henson,"['Michael Caine', 'Don Austen']",1992-12-10
1360,Frida,Julie Taymor,"['Salma Hayek', 'Alfred Molina']",2002-08-29
101267,Katy Perry: Part of Me,Dan Cutforth,"['Katy Perry', 'Russell Brand']",2012-06-28
222935,The Fault in Our Stars,Josh Boone,"['Shailene Woodley', 'Ansel Elgort']",2014-05-16
10220,Rounders,John Dahl,"['Matt Damon', 'John Turturro']",1998-09-11
284296,Top Five,Chris Rock,"['Chris Rock', 'Rosario Dawson']",2014-12-12
31915,Prophecy,John Frankenheimer,"['Talia Shire', 'Robert Foxworth']",1979-01-01
11601,Stir of Echoes,David Koepp,"['Kevin Bacon', 'Kathryn Erbe']",1999-09-10
205220,Philomena,Stephen Frears,"['Judi Dench', 'Steve Coogan']",2013-11-01
11354,The Upside of Anger,Mike Binder,"['Joan Allen', 'Kevin Costner']",2005-01-23
16241,The Boys from Brazil,Franklin J. Schaffner,"['Gregory Peck', 'Laurence Olivier']",1978-10-05
14191,Aquamarine,Elizabeth Allen Rosenbaum,"['Emma Roberts', ""Joanna 'JoJo' Levesque""]",2006-03-03
